Community_0.0_0.0 GCF_026651955.1_NZ_CP075343.1_04986_1001
Community_0.0_0.0 GCF_900091745.1_NZ_FMCA01000001.1_03961_994
Community_0.0_0.0 GCF_900105705.1_NZ_FNTW01000002.1_03376_1016
Community_0.0_0.0 GCF_900460065.1_NZ_UAVD01000001.1_03453_1020
Community_0.0_0.0 GCF_002007125.1_NZ_MVFC01000005.1_02705_1040
Community_0.0_0.0 GCF_002910875.1_NZ_NEUC01000265.1_02256_1043
Community_0.0_0.0 GCF_003933295.1_NZ_PDER01000003.1_05005_1037
Community_0.0_0.0 GCF_009296025.1_NZ_CP045178.1_03654_1039
Community_0.0_0.0 GCF_009834145.1_NZ_CP047144.1_03564_1045
Community_0.0_0.0 GCF_010548245.1_NZ_JAAGLR010000041.1_03631_1046
Community_0.0_0.0 GCF_016457305.1_NZ_JAEMGU010000001.1_04016_1042
Community_0.0_0.0 GCF_026340825.1_NZ_JAPEPA010000001.1_05715_1044
Community_0.0_0.0 GCF_026342055.1_NZ_JAPENO010000001.1_02473_1038
Community_0.0_0.0 GCF_028753175.1_NZ_CP094483.1_03416_1041
Community_0.0_0.0 GCF_030450125.1_NZ_CP123923.1_03233_1047
Community_0.0_0.0 GCF_030719215.1_NZ_CP120983.1_06052_1048
Community_0.0_0.0 GCF_008064995.1_NZ_AP018517.1_03636_1731
Community_0.0_0.0 GCF_027920075.1_NZ_JAQISL010000006.1_06555_1732
Community_0.0_0.0 GCF_014648915.1_NZ_BMSA01000030.1_07241_833
Community_0.0_0.0 GCF_000154905.1_NZ_GG770539.1_02180_348
Community_0.0_0.0 GCF_000720405.1_NZ_JOAE01000019.1_02276_346
Community_0.0_0.0 GCF_000721935.1_NZ_KL585406.1_04997_356
Community_0.0_0.0 GCF_000800535.1_NZ_KN549170.1_01941_339
Community_0.0_0.0 GCF_001751305.1_NZ_LJGZ01000021.1_02542_353
Community_0.0_0.0 GCF_001905885.1_NZ_LIYH01000005.1_01693_354
Community_0.0_0.0 GCF_004784465.1_NZ_SRRU01000009.1_03829_337
Community_0.0_0.0 GCF_009862685.1_NZ_WWHN01001476.1_01982_338
Community_0.0_0.0 GCF_010523235.1_NZ_CP026490.1_00977_336
Community_0.0_0.0 GCF_010523235.1_NZ_CP026490.1_03360_352
Community_0.0_0.0 GCF_014656035.1_NZ_BNBQ01000002.1_00647_343
Community_0.0_0.0 GCF_015710995.1_NZ_CP059991.1_02509_360
Community_0.0_0.0 GCF_017979945.1_NZ_MU211438.1_02654_365
Community_0.0_0.0 GCF_017979945.1_NZ_MU211438.1_05029_366
Community_0.0_0.0 GCF_018614615.1_NZ_JAGGOK010000003.1_03852_349
Community_0.0_0.0 GCF_023210535.1_NZ_CP096281.1_03418_358
Community_0.0_0.0 GCF_024349085.1_NZ_JAJQLJ010000001.1_02721_357
Community_0.0_0.0 GCF_026340105.1_NZ_JAPEPM010000001.1_06112_367
Community_0.0_0.0 GCF_026342275.1_NZ_JAPENC010000002.1_02345_345
Community_0.0_0.0 GCF_026342365.1_NZ_JAPEMX010000001.1_06246_359
Community_0.0_0.0 GCF_027158205.1_NZ_JAPVLU010000001.1_03154_347
Community_0.0_0.0 GCF_030010655.1_NZ_JASCXK010000048.1_04296_362
Community_0.0_0.0 GCF_030010675.1_NZ_JASCXQ010000107.1_02379_368
Community_0.0_0.0 GCF_030063135.1_NZ_JASISO010000007.1_05759_342
Community_0.0_0.0 GCF_030262575.1_NZ_JASJUS010000003.1_01414_340
Community_0.0_0.0 GCF_030286025.1_NZ_CP127386.1_03319_355
Community_0.0_0.0 GCF_030766925.1_NZ_JASERK010000027.1_07068_364
Community_0.0_0.0 GCF_031597775.1_NZ_CP134203.1_04278_351
Community_0.0_0.0 GCF_032932555.1_NZ_CP136652.1_04202_361
Community_0.0_0.0 GCF_900091315.1_NZ_FLSP01000051.1_05641_341
Community_0.0_0.0 GCF_900091835.1_NZ_FMBY01000070.1_05951_363
Community_0.0_0.0 GCF_900100315.1_NZ_FNFF01000012.1_04671_350
Community_0.0_0.0 GCF_928722305.1_NZ_CAKMXI010000002.1_00278_344
Community_0.0_0.0 GCF_029428875.1_NZ_JAJSOO010000001.1_04029_370
Community_0.0_0.0 GCF_014656215.1_NZ_BNBZ01000008.1_01069_2431
Community_0.0_0.0 GCF_000721265.1_NZ_JOFZ01000001.1_04185_1035
Community_0.0_0.0 GCF_017813245.1_NZ_JAGIQL010000001.1_03789_1036
Community_0.0_0.0 GCF_033109485.1_NZ_CP137002.1_04642_1034
Community_0.0_0.0 GCF_004122755.1_NZ_SDIG01000062.1_00783_991
Community_0.0_0.0 GCF_001653115.1_NZ_BDDR01000009.1_02285_1730
Community_0.0_0.0 GCF_012273495.1_NZ_CP050976.1_01998_1739
Community_0.0_0.0 GCF_026340175.1_NZ_JAPEPP010000001.1_03795_1740
Community_0.0_0.0 GCF_014252945.1_NZ_JACMHY010000002.1_04005_1741
Community_0.0_0.0 GCF_003977875.1_NZ_QHKK01000014.1_05858_1728
Community_0.0_0.0 GCF_013363615.1_NZ_JAANNX010000002.1_02942_1726
Community_0.0_0.0 GCF_018327685.1_NZ_BNEL01000001.1_05382_1727
Community_0.0_0.0 GCF_029892565.1_NZ_JARXVH010000023.1_01824_335
Community_0.0_0.0 GCF_014596445.1_NZ_MECL01000063.1_06308_1725
Community_0.0_0.0 GCF_000280905.1_NZ_ALAP01000021.1_04869_1734
Community_0.0_0.0 GCF_002154495.1_NZ_MUBL01000116.1_02532_1737
Community_0.0_0.0 GCF_006539165.1_NZ_BJMM01000017.1_04935_1736
Community_0.0_0.0 GCF_013004455.1_NZ_JABELW010000012.1_02063_1738
Community_0.0_0.0 GCF_018070165.1_NZ_JAGPYF010000002.1_00209_1735
Community_0.0_0.0 GCF_024927965.1_NZ_CP103871.1_01551_1724
Community_0.0_0.0 GCF_900107965.1_NZ_FNVU01000016.1_01265_1733
Community_0.0_0.0 GCF_907177275.1_NZ_CAJSLV010000053.1_06161_2510
Community_0.0_0.0 GCF_023887685.1_NZ_JAMWMR010000005.1_02372_1753
Community_0.0_0.0 GCF_029760955.1_NZ_CP121682.1_01227_2412
Community_0.0_0.0 GCF_000403765.2_NZ_AROY02000037.1_00808_1762
Community_0.0_0.0 GCF_000504065.1_NZ_AXDB02000002.1_00801_1765
Community_0.0_0.0 GCF_000695235.1_NZ_CP007574.1_05990_1768
Community_0.0_0.0 GCF_002803155.1_NZ_NNBP01000047.1_03458_1763
Community_0.0_0.0 GCF_003851665.1_NZ_BHXC01000007.1_06841_1767
Community_0.0_0.0 GCF_025163575.1_NZ_CP104098.1_05969_1766
Community_0.0_0.0 GCF_029167025.1_NZ_CP119144.1_01769_1764
Community_0.0_0.0 GCF_003344965.1_NZ_CP031194.1_04150_1761
Community_0.0_0.0 GCF_001429805.1_NZ_LMHX01000008.1_01315_1729
Community_0.0_0.0 GCF_000148465.1_NZ_CM001015.1_04263_2417
Community_0.0_0.0 GCF_000154925.1_NZ_DS570651.1_03749_2418
Community_0.0_0.0 GCF_000163875.1_NZ_CM000913.1_05518_2494
Community_0.0_0.0 GCF_001693675.1_NZ_CP016559.1_01948_2482
Community_0.0_0.0 GCF_003454755.1_NZ_CP032052.1_02265_2672
Community_0.0_0.0 GCF_005519465.1_NZ_CP027858.1_02667_2388
Community_0.0_0.0 GCF_015708605.1_NZ_CP045847.1_04265_2349
Community_0.0_0.0 GCF_015767735.1_NZ_CP065246.1_01944_2398
Community_0.0_0.0 GCF_015767755.1_NZ_CP065248.1_01971_2808
Community_0.0_0.0 GCF_015767775.1_NZ_CP065253.1_01945_2658
Community_0.0_0.0 GCF_015767795.1_NZ_CP065255.1_02098_2632
Community_0.0_0.0 GCF_015767815.1_NZ_CP065258.1_04852_2358
Community_0.0_0.0 GCF_015767855.1_NZ_CP065234.1_01924_2703
Community_0.0_0.0 GCF_015767875.1_NZ_CP065239.1_01959_2777
Community_0.0_0.0 GCF_015767895.1_NZ_CP065261.1_04699_2608
Community_0.0_0.0 GCF_015767915.1_NZ_CP065241.1_02167_2329
Community_0.0_0.0 GCF_015767935.1_NZ_CP065244.1_01951_2721
Community_0.0_0.0 GCF_015912435.1_NZ_WKJY01000014.1_05279_2724
Community_0.0_0.0 GCF_015912465.1_NZ_WMBY01000012.1_04208_2545
Community_0.0_0.0 GCF_015912925.1_NZ_WKJT01000005.1_06575_2647
Community_0.0_0.0 GCF_015912945.1_NZ_WKJX01000012.1_05891_2565
Community_0.0_0.0 GCF_019831915.1_NZ_JADANO010000002.1_02906_2712
Community_0.0_0.0 GCF_028752555.1_NZ_CP086229.1_04270_2802
Community_0.0_0.0 GCF_002705975.1_NZ_AQRJ01000038.1_01817_1746
Community_0.0_0.0 GCF_009600885.1_NZ_VCLA01000117.1_03061_1745
Community_0.0_0.0 GCF_009600895.1_NZ_VDEQ01000209.1_03773_1752
Community_0.0_0.0 GCF_009865305.1_NZ_WWJN01000006.1_00184_1748
Community_0.0_0.0 GCF_015912395.1_NZ_WKJU01000146.1_06238_1749
Community_0.0_0.0 GCF_015912455.1_NZ_WMBZ01000099.1_00488_1750
Community_0.0_0.0 GCF_015912875.1_NZ_WKJW01000130.1_06816_1742
Community_0.0_0.0 GCF_015912895.1_NZ_WKJV01000169.1_03633_1747
Community_0.0_0.0 GCF_015912975.1_NZ_WMCA01000096.1_03923_1744
Community_0.0_0.0 GCF_015912985.1_NZ_WMCB01000134.1_00269_1751
Community_0.0_0.0 GCF_015912995.1_NZ_WMCC01000098.1_04598_1743
Community_0.0_0.0 GCF_000744705.1_NZ_JQML01000001.1_06550_992
Community_0.0_0.0 GCF_000787755.1_NZ_BBPL01000019.1_01373_993
Community_0.0_0.0 GCF_001723065.1_NZ_MDCQ01000235.1_04246_1151
Community_0.0_0.0 GCF_900110255.1_NZ_FODD01000057.1_06393_1150
Community_0.0_0.0 GCF_000341165.1_NZ_ANBG01000167.1_02475_372
Community_0.0_0.0 GCF_002263495.1_NZ_CP022753.1_05113_371
Community_0.0_0.0 GCF_013364155.1_NZ_CP054916.1_05758_301
Community_0.0_0.0 GCF_014200805.1_NZ_JACHDB010000001.1_01119_1769
Community_0.0_0.0 GCF_027706725.1_NZ_JAQFWQ010000020.1_02535_1149
Community_0.0_0.0 GCF_026797795.1_NZ_JAMTDN010000001.1_02741_300
Community_0.0_0.0 GCF_018070345.1_NZ_JAGPXX010000003.1_05105_1824
Community_0.0_0.0 GCF_001672315.1_NZ_LWAB01000011.1_04180_369
Community_0.0_0.0 GCF_016756395.1_NZ_AP018365.1_03948_1052
Community_0.0_0.0 GCF_000515115.1_NZ_AZXF01000022.1_01779_1754
Community_0.0_0.0 GCF_001279585.1_NZ_LGEC01000003.1_01766_1755
Community_0.0_0.0 GCF_001552695.1_NZ_BCRR01000028.1_03107_1757
Community_0.0_0.0 GCF_012396365.1_NZ_JAAXPG010000002.1_05547_1756
Community_0.0_0.0 GCF_014203695.1_NZ_JACHJO010000020.1_01377_1758
Community_0.0_0.0 GCF_014201115.1_NZ_JACHDO010000001.1_05784_1723
Community_0.0_0.0 GCF_000237305.1_NC_016111.1_02055_14
Community_0.0_0.0 GCF_000240165.1_NC_017586.1_02042_13
Community_0.0_0.0 GCF_009862885.1_NZ_WWIO01000001.1_00466_15
Community_0.0_0.0 GCF_002705975.1_NZ_AQRJ01000045.1_00895_1779
Community_0.0_0.0 GCF_009865305.1_NZ_WWJN01000024.1_04777_1778
Community_0.0_0.0 GCF_009600895.1_NZ_VDEQ01000109.1_05764_1562
Community_0.0_0.0 GCF_900230195.1_NZ_OCNE01000034.1_04140_1561
Community_0.0_0.0 GCF_023072755.1_NZ_JALLGM010000001.1_03188_2058
Community_0.0_0.0 GCF_020685565.1_NZ_JAJEJY010000004.1_04913_373
Community_0.0_0.0 GCF_000013345.1_NC_007777.1_03300_2437
Community_0.0_0.0 GCF_000611815.2_NZ_JENI01000039.1_02893_2408
Community_0.0_0.0 GCF_000685765.2_NZ_JDWE01000057.1_01965_2464
Community_0.0_0.0 GCF_004405155.1_NZ_SOPN01000032.1_03656_2696
Community_0.0_0.0 GCF_014203355.1_NZ_JACHIR010000001.1_02883_2561
Community_0.0_0.0 GCF_001953855.1_NZ_MQUP01000036.1_06983_805
Community_0.0_0.0 GCF_003202285.1_NZ_MASW01000019.1_04890_804
Community_0.0_0.0 GCF_007993965.1_NZ_VIVS01000003.1_03864_801
Community_0.0_0.0 GCF_014873915.1_NZ_JADBEJ010000005.1_05567_802
Community_0.0_0.0 GCF_900105855.1_NZ_LT629789.1_07133_806
Community_0.0_0.0 GCF_900111175.1_NZ_FOGI01000015.1_00083_803
Community_0.0_0.0 GCF_900111885.1_NZ_FOKG01000045.1_01405_807
Community_0.0_0.0 GCF_030269605.1_NZ_BSTQ01000006.1_05036_795
Community_0.0_0.0 GCF_014203355.1_NZ_JACHIR010000001.1_02883_800
Community_0.0_0.0 GCF_000504285.1_NZ_KI632511.1_01158_1700
Community_0.0_0.0 GCF_000719115.1_NZ_JOEA01000021.1_06245_797
Community_0.0_0.0 GCF_900100275.1_NZ_FNET01000034.1_04939_798
Community_0.0_0.0 GCF_900176525.1_NZ_FWYC01000020.1_07163_799
Community_0.0_0.0 GCF_014203395.1_NZ_JACHIW010000001.1_05376_796
Community_0.0_0.0 GCF_003432485.1_NZ_QVNQ01000013.1_05222_1565
Community_0.0_0.0 GCF_022751195.1_NZ_JAICDF010000011.1_02385_1563
Community_0.0_0.0 GCF_900188105.1_NZ_FZNP01000026.1_06000_1812
Community_0.0_0.0 GCF_004348535.1_NZ_SMJX01000042.1_04021_1564
Community_0.0_0.0 GCF_032027725.1_NZ_JASNFO010000075.1_04874_2057
Community_0.0_0.0 GCF_003259365.1_NZ_QLLY01000016.1_03978_390
Community_0.0_0.0 GCF_009862305.1_NZ_WWGM01000005.1_02763_391
Community_0.0_0.0 GCF_009870065.1_NZ_WWIA01000371.1_01576_976
Community_0.0_0.0 GCF_026343795.1_NZ_JAPELM010000001.1_06229_2337
Community_0.0_0.0 GCF_000331005.1_NZ_AEJB01000361.1_07311_834
Community_0.0_0.0 GCF_000349325.1_NC_020504.1_07663_266
Community_0.0_0.0 GCF_001704635.1_NZ_MAXF01000126.1_05179_269
Community_0.0_0.0 GCF_001969965.1_NZ_ASQP01000013.1_03412_267
Community_0.0_0.0 GCF_002742045.1_NZ_MVDM01000001.1_05276_264
Community_0.0_0.0 GCF_002946835.1_NZ_CP026652.1_01483_263
Community_0.0_0.0 GCF_003955715.1_NZ_CP034463.1_03470_262
Community_0.0_0.0 GCF_019091475.1_NZ_JAGXJL010000060.1_07658_268
Community_0.0_0.0 GCF_030816385.1_NZ_JAUSYA010000001.1_05968_265
Community_0.0_0.0 GCF_003032475.1_NZ_CP028369.1_06126_261
Community_0.0_0.0 GCF_003584825.1_NZ_PCGU01000060.1_03437_258
Community_0.0_0.0 GCF_009184865.1_NZ_CP045096.1_02773_256
Community_0.0_0.0 GCF_020982545.1_NZ_JAJKLK010000003.1_02310_257
Community_0.0_0.0 GCF_021545335.1_NZ_CP089312.1_06425_260
Community_0.0_0.0 GCF_026341595.1_NZ_JAPEOJ010000002.1_01864_255
Community_0.0_0.0 GCF_027270795.1_NZ_JAPWHT010000152.1_02701_259
Community_0.0_0.0 GCF_000342125.1_NZ_AORZ01000002.1_00578_5
Community_0.0_0.0 GCF_017916255.1_NZ_CP072827.1_05678_6
Community_0.0_0.0 GCF_000721445.1_NZ_JOHT01000021.1_05273_4
Community_0.0_0.0 GCF_001866675.1_NZ_MLYN01000022.1_03134_771
Community_0.0_0.0 GCF_018614415.1_NZ_JAGGOO010000057.1_00447_770
Community_0.0_0.0 GCF_024295805.1_NZ_JANCLX010000052.1_05208_769
Community_0.0_0.0 GCF_014138835.1_NZ_JACJII010000001.1_01696_1557
Community_0.0_0.0 GCF_020991275.1_NZ_JAJLQY010000003.1_01793_1553
Community_0.0_0.0 GCF_000166135.1_NC_014666.1_06843_2053
Community_0.0_0.0 GCF_016786345.1_NZ_JADWYT010000079.1_04136_2056
Community_0.0_0.0 GCF_016786355.1_NZ_JADWYX010000001.1_04034_2055
Community_0.0_0.0 GCF_016792105.1_NZ_JAEACR010000185.1_04158_2054
Community_0.0_0.0 GCF_000716755.1_NZ_JNYO01000063.1_07334_1551
Community_0.0_0.0 GCF_009498035.1_NZ_CP034550.1_05262_1552
Community_0.0_0.0 GCF_001280085.1_NZ_LGED01000136.1_09068_405
Community_0.0_0.0 GCF_019375475.1_NZ_JAHXGQ010000019.1_03046_412
Community_0.0_0.0 GCF_001756285.1_NZ_MAQZ01000060.1_01448_410
Community_0.0_0.0 GCF_004405155.1_NZ_SOPN01000060.1_00130_411
Community_0.0_0.0 GCF_004348415.1_NZ_SMKI01000097.1_01748_2652
Community_0.0_0.0 GCF_023208015.1_NZ_CP051627.1_03024_298
Community_0.0_0.0 GCF_001418565.1_NZ_LIQQ01000011.1_03488_2686
Community_0.0_1.0 GCF_000024385.1_NC_013510.1_04561_829
Community_0.0_1.0 GCF_001896795.1_NZ_MOYN02000026.1_04033_831
Community_0.0_1.0 GCF_937891335.1_NZ_CALAGC010000104.1_00399_830
Community_0.0_1.0 GCF_016834655.1_NZ_JAENHP010000035.1_06204_113
Community_0.0_1.0 GCF_018332655.1_NZ_BOQL01000013.1_04273_49
Community_0.0_1.0 GCF_000145235.1_NC_014391.1_06081_117
Community_0.0_1.0 GCF_001029515.1_NZ_LEKG01000136.1_01751_116
Community_0.0_1.0 GCF_000374985.1_NZ_KB895858.1_00151_2243
Community_0.0_1.0 GCF_006228125.1_NZ_VDFY01000247.1_01664_2242
Community_0.0_1.0 GCF_000375065.1_NZ_KB896173.1_00965_46
Community_0.0_1.0 GCF_000375125.1_NZ_KB896425.1_02830_44
Community_0.0_1.0 GCF_000378645.1_NZ_KB900192.1_02883_45
Community_0.0_1.0 GCF_003751085.1_NZ_RJJY01000001.1_07325_47
Community_0.0_1.0 GCF_002006875.1_NZ_MQMK01000426.1_04058_38
Community_0.0_1.0 GCF_013389765.1_NZ_CP058322.1_03023_40
Community_0.0_1.0 GCF_014205165.1_NZ_JACHMZ010000001.1_01959_43
Community_0.0_1.0 GCF_020873825.1_NZ_JAHWGR010000002.1_02221_39
Community_0.0_1.0 GCF_029581295.1_NZ_CP120743.1_01340_37
Community_0.0_1.0 GCF_029626125.1_NZ_JARUBI010000005.1_06305_41
Community_0.0_1.0 GCF_900091595.1_NZ_FMCW01000048.1_03712_42
Community_0.0_1.0 GCF_014648355.1_NZ_BMQY01000001.1_04231_120
Community_0.0_1.0 GCF_016862575.1_NZ_BONF01000011.1_01957_36
Community_0.0_1.0 GCF_001552235.1_NZ_BCQU01000041.1_03994_1955
Community_0.0_1.0 GCF_030268865.1_NZ_BSRZ01000024.1_00777_1954
Community_0.0_1.0 GCF_003236385.1_NZ_POUA01000244.1_03003_133
Community_0.0_1.0 GCF_003315795.1_NZ_QMEY01000002.1_08189_134
Community_0.0_1.0 GCF_000058485.1_NC_008278.1_05480_865
Community_0.0_1.0 GCF_024519345.1_NZ_JALJSB010000008.1_04511_864
Community_0.0_1.0 GCF_024519415.1_NZ_JALJSA010000001.1_03544_863
Community_0.0_1.0 GCF_025403355.1_NZ_JANEZS010000030.1_05079_861
Community_0.0_1.0 GCF_025403405.1_NZ_JANEZT010000107.1_00998_862
Community_0.0_1.0 GCF_000374165.1_NZ_KB893723.1_03899_1470
Community_0.0_1.0 GCF_000732115.1_NZ_JPGU01000048.1_02257_1471
Community_0.0_1.0 GCF_001306465.1_NZ_LFCW01000014.1_03045_1472
Community_0.0_1.0 GCF_002099355.1_NZ_MSEA01000410.1_03289_1473
Community_0.0_1.0 GCF_023243075.1_NZ_JALKFZ020000130.1_02018_1469
Community_0.0_1.0 GCF_023716925.1_NZ_JAMQQG010000002.1_00179_1467
Community_0.0_1.0 GCF_917627405.1_NZ_CAKJTO010000032.1_04324_1468
Community_0.0_1.0 GCF_917627355.1_NZ_CAKJTR010000111.1_02244_1185
Community_0.0_1.0 GCF_917627415.1_NZ_CAKJTN010000002.1_00480_1184
Community_0.0_1.0 GCF_019396385.1_NZ_JAHKRN010000012.1_02778_50
Community_0.0_1.0 GCF_002155965.1_NZ_MUMH01000029.1_05516_860
Community_0.0_1.0 GCF_017876405.1_NZ_JAGINW010000001.1_04085_859
Community_0.0_1.0 GCF_005405885.1_NZ_BJFL01000043.1_05528_870
Community_0.0_1.0 GCF_900070365.1_NZ_LN850107.1_04045_866
Community_0.0_1.0 GCF_009769385.1_NZ_VKAB01000081.1_07347_868
Community_0.0_1.0 GCF_021390395.1_NZ_JAJUWT010000026.1_06308_867
Community_0.0_1.0 GCF_014203755.1_NZ_JACHJS010000001.1_02682_869
Community_0.0_1.0 GCF_003350445.1_NZ_QQAU01000001.1_06422_855
Community_0.0_1.0 GCF_900104175.1_NZ_FNIX01000023.1_06776_856
Community_0.0_1.0 GCF_900110985.1_NZ_FOFT01000002.1_02479_857
Community_0.0_1.0 GCF_003202235.1_NZ_MASU01000004.1_07329_471
Community_0.0_1.0 GCF_014647955.1_NZ_BMQE01000029.1_01890_115
Community_0.0_1.0 GCF_016863235.1_NZ_BOOM01000070.1_02640_114
Community_0.0_1.0 GCF_002156025.1_NZ_MUMK01000026.1_07024_836
Community_0.0_1.0 GCF_900107925.1_NZ_FNUJ01000018.1_06656_837
Community_0.0_1.0 GCF_002904335.1_NZ_PPHF01000174.1_00023_854
Community_0.0_1.0 GCF_030285665.1_NZ_CP127295.1_03462_853
Community_0.0_1.0 GCF_902497555.1_NZ_CABVGP010000003.1_03168_835
Community_0.0_1.0 GCF_002904295.1_NZ_PPHG01000027.1_08859_858
Community_0.0_1.0 GCF_016907695.1_NZ_JAFBCK010000001.1_06049_1976
Community_0.0_1.0 GCF_000374985.1_NZ_KB895870.1_04173_33
Community_0.0_1.0 GCF_008806585.1_NZ_WAAS01000053.1_05134_34
Community_0.0_1.0 GCF_029581275.1_NZ_CP120742.1_04511_111
Community_0.0_1.0 GCF_000428945.1_NZ_AUAX01000042.1_01590_35
Community_0.0_1.0 GCF_003664255.1_NZ_RCCV01000001.1_04199_112
Community_0.0_1.0 GCF_030813715.1_NZ_JAUSUZ010000001.1_03606_832
Community_0.0_1.0 GCF_031458255.1_NZ_JAVDYC010000001.1_02844_828
Community_0.0_1.0 GCF_000725485.1_NZ_JOAG01000046.1_09635_816
Community_0.0_1.0 GCF_016862115.1_NZ_BOMI01000037.1_02621_1854
Community_0.0_1.0 GCF_030269485.1_NZ_BSTL01000018.1_01035_1828
Community_0.0_1.0 GCF_016862375.1_NZ_BOMV01000107.1_02765_1855
Community_0.0_1.0 GCF_000504285.1_NZ_KI632511.1_05954_48
Community_0.0_1.0 GCF_016862355.1_NZ_BOMU01000113.1_02812_2059
Community_0.0_1.0 GCF_900188005.1_NZ_FZNR01000031.1_06723_2060
Community_0.0_1.0 GCF_003236395.1_NZ_POUD01000058.1_09117_1987
Community_0.0_1.0 GCF_014207985.1_NZ_JACHMI010000001.1_11794_791
Community_0.0_1.0 GCF_000379465.1_NZ_KB905395.1_04603_2072
Community_0.0_1.0 GCF_000379465.1_NZ_KB905395.1_04603_2518
Community_0.0_1.0 GCF_007713715.1_NZ_VJWX01000007.1_02346_2190
Community_0.0_1.0 GCF_018885265.1_NZ_CP076538.1_03360_2191
Community_0.0_1.0 GCF_016526145.1_NZ_JADDUE010000015.1_03599_2193
Community_0.0_1.0 GCF_017434145.1_NZ_JAFRFW010000500.1_00997_2192
Community_0.0_1.0 GCF_000427885.1_NZ_ATYW01000025.1_00039_895
Community_0.0_1.0 GCF_000715885.1_NZ_KL571674.1_01108_896
Community_0.0_1.0 GCF_002798405.1_NZ_PGGV01000032.1_02818_897
Community_0.0_1.0 GCF_007994225.1_NZ_VLLL01000010.1_02501_894
Community_0.0_1.0 GCF_000091305.1_NC_013929.1_02992_2016
Community_0.0_1.0 GCF_000738715.1_NZ_KL997517.1_04605_2025
Community_0.0_1.0 GCF_001005405.1_NZ_LBNJ01000327.1_03298_2005
Community_0.0_1.0 GCF_001485105.1_NZ_BCMK01000007.1_08332_2020
Community_0.0_1.0 GCF_001485125.1_NZ_BCMM01000005.1_07310_2006
Community_0.0_1.0 GCF_001550215.1_NZ_LRQW01000491.1_01895_2017
Community_0.0_1.0 GCF_001550225.1_NZ_LRQX01000567.1_01520_2029
Community_0.0_1.0 GCF_001550235.1_NZ_LRTM01000596.1_04002_2008
Community_0.0_1.0 GCF_001550245.1_NZ_LRTN01000609.1_07530_2007
Community_0.0_1.0 GCF_001550295.1_NZ_LRTO01000515.1_03795_2022
Community_0.0_1.0 GCF_001550315.1_NZ_LRTS01000472.1_01799_2010
Community_0.0_1.0 GCF_001572115.1_NZ_LRSS01000538.1_06444_2012
Community_0.0_1.0 GCF_001579685.1_NZ_LSZY01000411.1_00247_2018
